,s,l,signal,gold,silver
12405,11,43,5,36,37
11122,4,41,12,36,37
6572,7,32,7,36,37
6559,6,32,9,36,37
11109,3,41,14,36,37
6558,6,32,8,36,37
7473,6,34,8,36,37
6532,4,32,12,36,37
7487,7,34,7,36,37
8490,9,36,5,36,37
11775,9,42,5,36,37
9445,3,38,15,36,37
7501,8,34,6,36,37
7515,9,34,5,36,37
9455,4,38,10,36,37
12318,5,43,8,36,37
12898,2,44,18,36,37
12899,2,44,19,36,37
12321,5,43,11,36,37
11136,5,41,11,36,37
13538,3,45,13,36,37
6615,10,32,5,36,37
11683,2,42,18,36,37
8462,7,36,7,36,37
5704,6,30,9,36,37
12283,2,43,18,36,37
11220,11,41,5,36,37
8448,6,36,8,36,37
7050,9,33,5,36,37
7036,8,33,6,36,37
5718,7,30,8,36,37
7022,7,33,7,36,37
5732,8,30,7,36,37
8433,5,36,8,36,37
12284,2,43,19,36,37
11694,3,42,14,36,37
7008,6,33,8,36,37
5746,9,30,6,36,37
5760,10,30,5,36,37
8920,3,37,15,36,37
8930,4,37,10,36,37
8943,5,37,8,36,37
11707,4,42,12,36,37
5676,4,30,11,36,37
13527,2,45,17,36,37
13529,2,45,19,36,37
7435,3,34,15,36,37
7436,3,34,16,36,37
9434,2,38,19,36,37
8410,3,36,15,36,37
6522,3,32,17,36,37
9444,3,38,14,36,37
8476,8,36,6,36,37
7915,3,35,15,36,37
12921,4,44,11,36,37
6109,5,31,9,36,37
6180,10,31,5,36,37
6166,9,31,6,36,37
6152,8,31,7,36,37
6151,8,31,6,36,37
6138,7,31,8,36,37
5342,9,29,7,36,37
6137,7,31,7,36,37
5355,10,29,5,36,37
5356,10,29,6,36,37
12933,5,44,8,36,37
6521,3,32,16,36,37
13566,5,45,11,36,37
12936,5,44,11,36,37
5370,11,29,5,36,37
6124,6,31,9,36,37
10539,3,40,14,36,37
13551,4,45,11,36,37
11721,5,42,11,36,37
10564,5,40,9,36,37
9984,3,39,14,36,37
7953,6,35,8,36,37
12908,3,44,13,36,37
6087,3,31,17,36,37
7981,8,35,6,36,37
5314,7,29,9,36,37
7995,9,35,5,36,37
11718,5,42,8,36,37
10606,8,40,6,36,37
6123,6,31,8,36,37
13020,11,44,5,36,37
10578,6,40,8,36,37
7926,4,35,11,36,37
5341,9,29,6,36,37
7938,5,35,8,37,38
2446,14,20,6,37,38
11704,4,42,9,37,38
4174,6,26,9,37,38
2431,13,20,6,37,38
2599,6,21,9,37,38
14895,7,47,5,37,38
7952,6,35,7,37,38
11732,6,42,7,37,38
2603,6,21,13,37,38
12293,3,43,13,37,38
12975,8,44,5,37,38
5689,5,30,9,37,38
2602,6,21,12,37,38
4188,7,26,8,37,38
606,8,11,11,37,38
11693,3,42,13,37,38
2430,13,20,5,37,38
629,9,11,19,37,38
16220,4,49,10,37,38
16219,4,49,9,37,38
16198,2,49,18,37,38
14832,2,47,17,37,38
14833,2,47,18,37,38
2206,15,19,6,37,38
14854,4,47,9,37,38
2191,14,19,6,37,38
2190,14,19,5,37,38
2329,6,20,9,37,38
2176,13,19,6,37,38
14867,5,47,7,37,38
2333,6,20,13,37,38
2334,6,20,14,37,38
14868,5,47,8,37,38
2343,7,20,8,37,38
2415,12,20,5,37,38
4216,9,26,6,37,38
2387,10,20,7,37,38
5666,3,30,16,37,38
2373,9,20,8,37,38
7445,4,34,10,37,38
4202,8,26,7,37,38
2359,8,20,9,37,38
14881,6,47,6,37,38
2160,12,19,5,37,38
2161,12,19,6,37,38
2357,8,20,7,37,38
2175,13,19,5,37,38
2345,7,20,10,37,38
4496,3,27,16,37,38
5667,3,30,17,37,38
2371,9,20,6,37,38
4159,5,26,9,37,38
3257,11,23,7,37,38
3829,6,25,9,37,38
3255,11,23,5,37,38
3242,10,23,7,37,38
3241,10,23,6,37,38
3228,9,23,8,37,38
3227,9,23,7,37,38
3843,7,25,8,37,38
3226,9,23,6,37,38
6520,3,32,15,37,38
3214,8,23,9,37,38
3212,8,23,7,37,38
3857,8,25,7,37,38
3201,7,23,11,37,38
3200,7,23,10,37,38
3871,9,25,6,37,38
3199,7,23,9,37,38
488,8,10,13,37,38
3198,7,23,8,37,38
487,8,10,12,37,38
3815,5,25,10,37,38
6086,3,31,16,37,38
3570,11,24,5,37,38
3556,10,24,6,37,38
3543,9,24,8,37,38
3542,9,24,7,37,38
3541,9,24,6,37,38
3529,8,24,9,37,38
3526,8,24,6,37,38
11746,7,42,6,37,38
3514,7,24,9,37,38
3512,7,24,7,37,38
3500,6,24,10,37,38
3499,6,24,9,37,38
14173,2,46,18,37,38
6165,9,31,5,37,38
3485,5,24,10,37,38
14208,5,46,8,37,38
477,7,10,17,37,38
3185,6,23,10,37,38
11760,8,42,5,37,38
3184,6,23,9,37,38
7966,7,35,6,37,38
6980,4,33,10,37,38
2701,13,21,6,37,38
2700,13,21,5,37,38
2686,12,21,6,37,38
2685,12,21,5,37,38
2672,11,21,7,37,38
2670,11,21,5,37,38
2657,10,21,7,37,38
7007,6,33,7,37,38
2643,9,21,8,37,38
2641,9,21,6,37,38
2629,8,21,9,37,38
2626,8,21,6,37,38
2616,7,21,11,37,38
2615,7,21,10,37,38
2612,7,21,7,37,38
2849,3,22,19,37,38
2858,4,22,13,37,38
2871,5,22,11,37,38
2884,6,22,9,37,38
3900,11,25,5,37,38
3183,6,23,8,37,38
6530,4,32,10,37,38
3170,5,23,10,37,38
6557,6,32,7,37,38
3158,4,23,13,37,38
3147,3,23,17,37,38
2970,12,22,5,37,38
4160,5,26,10,37,38
2957,11,22,7,37,38
2942,10,22,7,37,38
2940,10,22,5,37,38
2928,9,22,8,37,38
2926,9,22,6,37,38
2914,8,22,9,37,38
2901,7,22,11,37,38
2900,7,22,10,37,38
2886,6,22,11,37,38
2956,11,22,6,37,38
6971,3,33,16,37,38
7914,3,35,14,37,38
6085,3,31,15,37,38
1623,7,17,8,37,38
1617,6,17,17,37,38
4881,4,28,11,37,38
1616,6,17,16,37,38
1615,6,17,15,37,38
1219,7,15,9,37,38
1614,6,17,14,37,38
1625,7,17,10,37,38
1613,6,17,13,37,38
10008,5,39,8,37,38
1587,4,17,17,37,38
9996,4,39,11,37,38
1516,14,16,6,37,38
8909,2,37,19,37,38
9995,4,39,10,37,38
8931,4,37,11,37,38
1597,5,17,12,37,38
8957,6,37,7,37,38
11190,9,41,5,37,38
1637,8,17,7,37,38
1214,6,15,19,37,38
1740,15,17,5,37,38
15529,4,48,9,37,38
13550,4,45,10,37,38
1726,14,17,6,37,38
1711,13,17,6,37,38
5262,3,29,17,37,38
768,10,12,8,37,38
8420,4,36,10,37,38
1667,10,17,7,37,38
8447,6,36,7,37,38
8461,7,36,6,37,38
1653,9,17,8,37,38
5261,3,29,16,37,38
8475,8,36,5,37,38
1639,8,17,9,37,38
8421,4,36,11,37,38
1741,15,17,6,37,38
8971,7,37,6,37,38
12961,7,44,6,37,38
865,6,13,15,37,38
867,6,13,17,37,38
868,6,13,18,37,38
869,6,13,19,37,38
875,7,13,10,37,38
11133,5,41,8,37,38
11120,4,41,10,37,38
9496,7,38,6,37,38
9482,6,38,7,37,38
9456,4,38,11,37,38
15542,5,48,7,37,38
890,8,13,10,37,38
1305,13,15,5,37,38
1306,13,15,6,37,38
15530,4,48,10,37,38
15508,2,48,18,37,38
9468,5,38,8,37,38
8985,8,37,5,37,38
862,6,13,12,37,38
1387,5,16,12,37,38
1233,8,15,8,37,38
1247,9,15,7,37,38
918,10,13,8,37,38
15570,7,48,5,37,38
851,5,13,16,37,38
917,10,13,7,37,38
911,9,13,16,37,38
1378,4,16,18,37,38
11098,2,41,18,37,38
1408,6,16,18,37,38
15556,6,48,6,37,38
1407,6,16,17,37,38
1406,6,16,16,37,38
1405,6,16,15,37,38
1404,6,16,14,37,38
1388,5,16,13,37,38
904,9,13,9,37,38
762,9,12,17,37,38
8399,2,36,19,37,38
1921,12,18,6,37,38
1965,15,18,5,37,38
10036,7,39,6,37,38
1033,6,14,18,37,38
1034,6,14,19,37,38
713,6,12,13,37,38
1876,9,18,6,37,38
4534,6,27,9,37,38
10591,7,40,6,37,38
12897,2,44,17,37,38
1905,11,18,5,37,38
10577,6,40,7,37,38
1920,12,18,5,37,38
12360,8,43,5,37,38
4576,9,27,6,37,38
13563,5,45,8,37,38
10563,5,40,8,37,38
1935,13,18,5,37,38
10528,2,40,18,37,38
701,5,12,16,37,38
1936,13,18,6,37,38
702,5,12,17,37,38
1950,14,18,5,37,38
1951,14,18,6,37,38
10550,4,40,10,37,38
1981,16,18,6,37,38
718,6,12,18,37,38
719,6,12,19,37,38
12332,6,43,7,37,38
1032,6,14,17,37,38
754,9,12,9,37,38
12947,6,44,7,37,38
12346,7,43,6,37,38
10620,9,40,5,37,38
4520,5,27,10,37,38
740,8,12,10,37,38
1031,6,14,16,37,38
1213,6,15,18,37,38
2080,6,19,15,37,38
10022,6,39,7,37,38
1811,4,18,16,37,38
1212,6,15,17,37,38
1966,15,18,6,37,38
1837,6,18,12,37,38
1838,6,18,13,37,38
1208,6,15,13,37,38
2078,6,19,13,37,38
1210,6,15,15,37,38
1839,6,18,14,37,38
1211,6,15,16,37,38
2079,6,19,14,37,38
1840,6,18,15,37,38
2077,6,19,12,37,38
1841,6,18,16,37,38
9510,8,38,5,38,39
1026,6,14,11,38,39
1053,8,14,8,38,39
10605,8,40,5,38,39
10576,6,40,6,38,39
6095,4,31,10,38,39
3211,8,23,6,38,39
3197,7,23,7,38,39
3555,10,24,5,38,39
14235,7,46,5,38,39
3511,7,24,6,38,39
14236,7,46,6,38,39
3462,3,24,17,38,39
14222,6,46,7,38,39
14221,6,46,6,38,39
14250,8,46,5,38,39
3472,4,24,12,38,39
11717,5,42,7,38,39
472,7,10,12,38,39
14207,5,46,7,38,39
449,5,10,19,38,39
448,5,10,18,38,39
14194,4,46,9,38,39
485,8,10,10,38,39
14182,3,46,12,38,39
14181,3,46,11,38,39
10050,8,39,5,38,39
1192,5,15,12,38,39
1184,4,15,19,38,39
9994,4,39,9,38,39
3497,6,24,7,38,39
1183,4,15,18,38,39
9983,3,39,13,38,39
3240,10,23,5,38,39
9973,2,39,18,38,39
10549,4,40,9,38,39
6122,6,31,7,38,39
903,9,13,8,38,39
12960,7,44,5,38,39
15516,3,48,11,38,39
2314,5,20,9,38,39
12317,5,43,7,38,39
1890,10,18,5,38,39
2328,6,20,8,38,39
12331,6,43,6,38,39
7486,7,34,6,38,39
2332,6,20,12,38,39
2342,7,20,7,38,39
725,7,12,10,38,39
7472,6,34,7,38,39
726,7,12,11,38,39
7458,5,34,8,38,39
2370,9,20,5,38,39
11682,2,42,17,38,39
1820,5,18,10,38,39
1810,4,18,15,38,39
7434,3,34,14,38,39
12907,3,44,12,38,39
739,8,12,9,38,39
2304,4,20,14,38,39
16206,3,49,11,38,39
7980,8,35,5,38,39
14910,8,47,5,38,39
12946,6,44,6,38,39
7925,4,35,10,38,39
14896,7,47,6,38,39
14882,6,47,7,38,39
12932,5,44,7,38,39
2061,5,19,11,38,39
7904,2,35,19,38,39
2060,5,19,10,38,39
12920,4,44,10,38,39
12919,4,44,9,38,39
2050,4,19,15,38,39
700,5,12,15,38,39
14842,3,47,12,38,39
14841,3,47,11,38,39
16197,2,49,17,38,39
16207,3,49,12,38,39
15517,3,48,12,38,39
2416,12,20,6,38,39
753,9,12,8,38,39
11175,8,41,5,38,39
569,5,11,19,38,39
11161,7,41,6,38,39
2883,6,22,8,38,39
11147,6,41,7,38,39
567,5,11,17,38,39
2955,11,22,5,38,39
1377,4,16,17,38,39
11146,6,41,6,38,39
3148,3,23,18,38,39
11119,4,41,9,38,39
889,8,13,9,38,39
6571,7,32,6,38,39
11108,3,41,13,38,39
15506,2,48,16,38,39
15507,2,48,17,38,39
6543,5,32,8,38,39
2848,3,22,18,38,39
12345,7,43,5,38,39
579,6,11,14,38,39
592,7,11,12,38,39
11705,4,42,10,38,39
12305,4,43,10,38,39
12304,4,43,9,38,39
2564,3,21,19,38,39
2573,4,21,13,38,39
2585,5,21,10,38,39
1695,12,17,5,38,39
604,8,11,9,38,39
12282,2,43,17,38,39
13591,7,45,6,38,39
7021,7,33,6,38,39
1596,5,17,11,38,39
1586,4,17,16,38,39
1500,13,16,5,38,39
1485,12,16,5,38,39
6970,3,33,15,38,39
6969,3,33,14,38,39
591,7,11,11,38,39
849,5,13,14,38,39
5312,7,29,7,38,39
1013,5,14,13,38,39
5745,9,30,5,38,39
4561,8,27,6,38,39
4547,7,27,7,38,39
369,7,9,14,38,39
5731,8,30,6,38,39
5717,7,30,7,38,39
5703,6,30,8,38,39
4173,6,26,8,38,39
3814,5,25,9,38,39
4533,6,27,8,38,39
13576,6,45,6,38,39
4894,5,28,9,38,39
4519,5,27,9,38,39
4187,7,26,7,38,39
4506,4,27,11,38,39
4201,8,26,6,38,39
4215,9,26,5,38,39
4230,10,26,5,38,39
5665,3,30,15,38,39
5284,5,29,9,38,39
13537,3,45,12,38,39
13536,3,45,11,38,39
3885,10,25,5,38,39
3802,4,25,12,38,39
4936,8,28,6,38,39
3792,3,25,17,38,39
4922,7,28,7,38,39
4908,6,28,8,38,39
13528,2,45,18,38,39
4590,10,27,5,38,39
4136,3,26,16,38,39
13577,6,45,7,38,39
3828,6,25,8,38,39
13590,7,45,5,38,39
5260,3,29,15,38,39
3842,7,25,7,38,39
11731,6,42,6,38,39
11745,7,42,5,38,39
5326,8,29,6,38,39
13562,5,45,7,38,39
5298,6,29,8,38,39
13605,8,45,5,38,39
3856,8,25,6,38,39
5270,4,29,10,39,40
10537,3,40,12,39,40
6519,3,32,14,39,40
3157,4,23,12,39,40
3870,9,25,5,39,40
2356,8,20,6,39,40
1004,4,14,19,39,40
7500,8,34,5,39,40
4921,7,28,6,39,40
1373,4,16,13,39,40
16218,4,49,8,39,40
1376,4,16,16,39,40
4950,9,28,5,39,40
11692,3,42,12,39,40
2294,3,20,19,39,40
1182,4,15,17,39,40
1386,5,16,11,39,40
861,6,13,11,39,40
3169,5,23,9,39,40
14193,4,46,8,39,40
1179,4,15,14,39,40
9433,2,38,18,39,40
357,6,9,17,39,40
9454,4,38,9,39,40
578,6,11,13,39,40
15528,4,48,8,39,40
1290,12,15,5,39,40
11097,2,41,17,39,40
13549,4,45,9,39,40
2869,5,22,9,39,40
6993,5,33,8,39,40
2655,10,21,5,39,40
9443,3,38,13,39,40
2882,6,22,7,39,40
2896,7,22,6,39,40
566,5,11,16,39,40
2911,8,22,6,39,40
1000,4,14,15,39,40
10538,3,40,13,39,40
5702,6,30,7,39,40
2925,9,22,5,39,40
3461,3,24,16,39,40
460,6,10,15,39,40
11107,3,41,12,39,40
459,6,10,14,39,40
1096,11,14,6,39,40
12292,3,43,12,39,40
6585,8,32,5,39,40
618,9,11,8,39,40
10021,6,39,6,39,40
1205,6,15,10,39,40
7424,2,34,19,39,40
11132,5,41,7,39,40
6150,8,31,5,39,40
269,6,8,19,39,40
8929,4,37,9,39,40
4495,3,27,15,39,40
1039,7,14,9,39,40
2145,11,19,5,39,40
2130,10,19,5,39,40
10562,5,40,7,39,40
5340,9,29,5,39,40
836,4,13,16,39,40
12896,2,44,16,39,40
4870,3,28,15,39,40
767,10,12,7,39,40
4575,9,27,5,39,40
2101,8,19,6,39,40
2087,7,19,7,39,40
5297,6,29,7,39,40
1609,6,17,9,39,40
2073,6,19,8,39,40
2049,4,19,14,39,40
1067,9,14,7,39,40
6136,7,31,6,39,40
10590,7,40,5,39,40
11160,7,41,5,39,40
13526,2,45,16,39,40
6108,5,31,8,39,40
1585,4,17,15,39,40
14831,2,47,16,39,40
712,6,12,12,39,40
1025,6,14,10,39,40
14171,2,46,16,39,40
8408,3,36,13,39,40
3791,3,25,16,39,40
1680,11,17,5,39,40
14853,4,47,8,39,40
8419,4,36,9,39,40
4907,6,28,7,39,40
9467,5,38,7,40,41
4880,4,28,10,40,41
9481,6,38,6,40,41
6959,2,33,19,40,41
9495,7,38,5,40,41
4134,3,26,14,40,41
1261,10,15,6,40,41
2857,4,22,12,40,41
1275,11,15,5,40,41
1608,6,17,8,40,41
1595,5,17,10,40,41
916,10,13,6,40,41
2847,3,22,17,40,41
6979,4,33,9,40,41
1413,7,16,8,40,41
1636,8,17,6,40,41
9972,2,39,17,40,41
8406,3,36,11,40,41
8407,3,36,12,40,41
356,6,9,16,40,41
3182,6,23,7,40,41
6529,4,32,9,40,41
355,6,9,15,40,41
1665,10,17,5,40,41
1807,4,18,12,40,41
1808,4,18,13,40,41
1809,4,18,14,40,41
1191,5,15,11,40,41
344,5,9,19,40,41
3146,3,23,16,40,41
1651,9,17,6,40,41
10035,7,39,5,40,41
1204,6,15,9,40,41
4869,3,28,14,40,41
11681,2,42,16,40,41
1218,7,15,8,40,41
10007,5,39,7,40,41
9982,3,39,12,40,41
1622,7,17,7,40,41
1246,9,15,6,40,41
1847,7,18,7,40,41
564,5,11,14,40,41
565,5,11,15,40,41
4135,3,26,15,40,41
834,4,13,14,40,41
699,5,12,14,40,41
4505,4,27,10,40,41
2115,9,19,5,40,41
8917,3,37,12,40,41
874,7,13,9,40,41
8918,3,37,13,40,41
7924,4,35,9,40,41
7444,4,34,9,40,41
1012,5,14,12,40,41
7471,6,34,6,40,41
7913,3,35,13,40,41
2315,5,20,10,40,41
1470,11,16,5,40,41
4494,3,27,14,40,41
4493,3,27,13,40,41
267,6,8,17,40,41
2303,4,20,13,40,41
1385,5,16,10,40,41
8956,6,37,6,40,41
1455,10,16,5,40,41
860,6,13,10,40,41
847,5,13,12,40,41
1399,6,16,9,40,41
848,5,13,13,40,41
16196,2,49,16,40,41
16195,2,49,15,40,41
8916,3,37,11,40,41
12906,3,44,11,40,41
11703,4,42,8,40,41
12303,4,43,8,40,41
698,5,12,13,40,41
2640,9,21,5,40,41
4146,4,26,11,40,41
688,4,12,18,40,41
5730,8,30,5,40,41
7035,8,33,5,40,41
5716,7,30,6,40,41
9442,3,38,12,40,41
2611,7,21,6,40,41
12281,2,43,16,40,41
838,4,13,18,40,41
9441,3,38,11,40,41
2597,6,21,7,40,41
2584,5,21,9,40,41
5688,5,30,8,40,41
4546,7,27,6,40,41
2572,4,21,12,40,41
12918,4,44,8,40,41
839,4,13,19,40,41
2563,3,21,18,40,41
2059,5,19,9,40,41
888,8,13,8,40,41
12291,3,43,11,40,41
4532,6,27,7,40,41
13548,4,45,8,40,41
5675,4,30,10,40,41
3196,7,23,6,40,41
2562,3,21,17,40,41
3801,4,25,11,40,41
1003,4,14,18,40,41
1095,11,14,5,40,41
5283,5,29,8,40,41
3471,4,24,11,40,41
3841,7,25,6,40,41
3225,9,23,5,40,41
931,11,13,6,40,41
3827,6,25,7,40,41
3790,3,25,15,40,41
6094,4,31,9,40,41
10527,2,40,17,40,41
998,4,14,13,40,41
6084,3,31,14,40,41
1081,10,14,6,40,41
458,6,10,13,40,41
368,7,9,13,40,41
5325,8,29,5,40,41
447,5,10,17,40,41
5311,7,29,6,40,41
1011,5,14,11,40,41
446,5,10,16,40,41
1374,4,16,14,41,42
617,9,11,7,41,42
16245,6,49,5,41,42
4186,7,26,6,41,42
2313,5,20,8,41,42
7423,2,34,18,41,42
5674,4,30,9,41,42
6074,2,31,19,41,42
7485,7,34,5,41,42
7433,3,34,13,41,42
2385,10,20,5,41,42
5664,3,30,14,41,42
5663,3,30,13,41,42
16231,5,49,6,41,42
10526,2,40,16,41,42
13535,3,45,10,41,42
367,7,9,12,41,42
2327,6,20,7,41,42
2355,8,20,5,41,42
2341,7,20,6,41,42
7457,5,34,7,41,42
2570,4,21,10,41,42
11106,3,41,11,41,42
2846,3,22,16,41,42
2845,3,22,15,41,42
11096,2,41,16,41,42
471,7,10,11,41,42
470,7,10,10,41,42
577,6,11,12,41,42
589,7,11,9,41,42
590,7,11,10,41,42
6968,3,33,13,41,42
4133,3,26,13,41,42
6992,5,33,7,41,42
7006,6,33,6,41,42
7020,7,33,5,41,42
2625,8,21,5,41,42
902,9,13,7,41,42
1110,12,14,5,41,42
1001,4,14,16,41,42
15515,3,48,10,41,42
603,8,11,8,41,42
15514,3,48,9,41,42
4172,6,26,7,41,42
3459,3,24,14,41,42
2583,5,21,8,41,42
15505,2,48,15,41,42
3460,3,24,15,41,42
1002,4,14,17,41,42
3483,5,24,8,41,42
3813,5,25,8,41,42
2561,3,21,16,41,42
12290,3,43,10,41,42
3484,5,24,9,41,42
1375,4,16,15,41,42
2293,3,20,18,41,42
2048,4,19,13,41,42
2047,4,19,12,41,42
2046,4,19,11,41,42
837,4,13,17,41,42
2039,3,19,19,41,42
2038,3,19,18,41,42
689,4,12,19,41,42
3525,8,24,5,41,42
711,6,12,11,41,42
1583,4,17,13,41,42
1584,4,17,14,41,42
12905,3,44,10,41,42
1875,9,18,5,41,42
1861,8,18,6,41,42
723,7,12,8,41,42
724,7,12,9,41,42
1038,7,14,8,41,42
6083,3,31,13,41,42
1833,6,18,8,41,42
1819,5,18,9,41,42
4868,3,28,13,41,42
8460,7,36,5,41,42
1799,3,18,19,41,42
8446,6,36,6,41,42
8432,5,36,7,41,42
737,8,12,7,41,42
738,8,12,8,41,42
752,9,12,7,41,42
8398,2,36,18,41,42
3788,3,25,13,41,42
2301,4,20,11,41,42
4893,5,28,8,41,42
685,4,12,15,41,42
2292,3,20,17,41,42
2868,5,22,8,41,42
268,6,8,18,41,42
9432,2,38,17,41,42
1398,6,16,8,41,42
11691,3,42,11,41,42
16205,3,49,10,41,42
16204,3,49,9,41,42
11690,3,42,10,41,42
4935,8,28,5,41,42
1412,7,16,7,41,42
1426,8,16,6,41,42
1427,8,16,7,41,42
14180,3,46,10,41,42
1441,9,16,6,41,42
14830,2,47,15,41,42
14840,3,47,10,41,42
14170,2,46,15,41,42
8970,7,37,5,41,42
266,6,8,16,41,42
8942,5,37,7,41,42
7902,2,35,17,41,42
7911,3,35,11,41,42
7912,3,35,12,41,42
1052,8,14,7,41,42
7951,6,35,6,41,42
8908,2,37,18,41,42
8907,2,37,17,41,42
3496,6,24,6,41,42
3789,3,25,14,41,42
6958,2,33,18,41,42
8397,2,36,17,41,42
554,4,11,19,41,42
1181,4,15,16,41,42
2910,8,22,5,41,42
6509,2,32,19,41,42
3156,4,23,11,41,42
343,5,9,18,41,42
484,8,10,9,41,42
3210,8,23,5,41,42
3145,3,23,15,41,42
6517,3,32,12,41,42
6556,6,32,6,41,42
3855,8,25,5,41,42
9981,3,39,11,41,42
366,7,9,11,41,42
5258,3,29,13,41,42
1177,4,15,12,41,42
1232,8,15,7,41,42
1180,4,15,15,41,42
3168,5,23,8,41,42
14866,5,47,6,42,43
6506,2,32,16,42,43
3540,9,24,5,42,43
9440,3,38,10,42,43
1371,4,16,11,42,43
687,4,12,17,42,43
8928,4,37,8,42,43
342,5,9,17,42,43
6121,6,31,6,42,43
697,5,12,12,42,43
999,4,14,14,42,43
3779,2,25,19,42,43
1581,4,17,11,42,43
3470,4,24,10,42,43
1364,3,16,19,42,43
12917,4,44,7,42,43
1574,3,17,19,42,43
6071,2,31,16,42,43
709,6,12,9,42,43
9971,2,39,16,42,43
1573,3,17,18,42,43
5662,3,30,12,42,43
4492,3,27,12,42,43
1582,4,17,12,42,43
10548,4,40,8,42,43
14880,6,47,5,42,43
4158,5,26,8,42,43
7903,2,35,18,42,43
4145,4,26,10,42,43
551,4,11,16,42,43
3458,3,24,13,42,43
11105,3,41,10,42,43
14220,6,46,5,42,43
13547,4,45,7,42,43
686,4,12,16,42,43
7965,7,35,5,42,43
9980,3,39,10,42,43
8915,3,37,10,42,43
4200,8,26,5,42,43
11118,4,41,8,42,43
2072,6,19,7,42,43
1190,5,15,10,42,43
4531,6,27,6,42,43
264,6,8,14,42,43
13575,6,45,5,42,43
456,6,10,11,42,43
5652,2,30,17,42,43
835,4,13,15,42,43
8906,2,37,16,42,43
7431,3,34,11,42,43
2036,3,19,16,42,43
2037,3,19,17,42,43
6570,7,32,5,42,43
15527,4,48,7,42,43
3144,3,23,14,42,43
13561,5,45,6,42,43
1051,8,14,6,42,43
2045,4,19,10,42,43
2571,4,21,11,42,43
434,4,10,19,42,43
2569,4,21,9,42,43
7937,5,35,7,42,43
552,4,11,17,42,43
553,4,11,18,42,43
7432,3,34,12,42,43
2560,3,21,15,42,43
9993,4,39,8,42,43
2086,7,19,6,42,43
1372,4,16,12,42,43
1797,3,18,17,42,43
6082,3,31,12,42,43
575,6,11,10,42,43
10535,3,40,10,42,43
16217,4,49,7,42,43
5259,3,29,14,42,43
6967,3,33,12,42,43
10536,3,40,11,42,43
1650,9,17,5,42,43
15555,6,48,5,42,43
2856,4,22,11,42,43
2291,3,20,16,42,43
1832,6,18,7,42,43
2290,3,20,15,42,43
4867,3,28,12,42,43
1065,9,14,5,42,43
1066,9,14,6,42,43
3181,6,23,6,42,43
5247,2,29,17,42,43
1024,6,14,9,42,43
1806,4,18,11,42,43
14179,3,46,9,42,43
1023,6,14,8,42,43
2844,3,22,14,42,43
1798,3,18,18,42,43
14192,4,46,7,42,43
8418,4,36,8,42,43
354,6,9,14,42,43
445,5,10,15,42,43
14839,3,47,9,42,43
9453,4,38,8,42,43
352,6,9,12,42,43
1594,5,17,9,42,43
751,9,12,6,42,43
6978,4,33,8,42,43
2302,4,20,12,42,43
15541,5,48,6,42,43
4483,2,27,18,42,43
1178,4,15,13,42,43
1037,7,14,7,42,43
14852,4,47,7,42,43
6542,5,32,7,42,43
1260,10,15,5,42,43
6518,3,32,13,42,43
1846,7,18,6,42,43
5257,3,29,12,42,43
14206,5,46,6,42,43
2300,4,20,10,42,43
483,8,10,8,42,43
5269,4,29,9,42,43
6955,2,33,15,42,43
1203,6,15,8,43,44
7421,2,34,16,43,44
457,6,10,12,43,44
859,6,13,9,43,44
11702,4,42,7,43,44
444,5,10,14,43,44
1397,6,16,7,43,44
12945,6,44,5,43,44
10020,6,39,5,43,44
4518,5,27,8,43,44
3800,4,25,10,43,44
2100,8,19,5,43,44
16192,2,49,12,43,44
11131,5,41,6,43,44
9431,2,38,16,43,44
16193,2,49,13,43,44
16194,2,49,14,43,44
7420,2,34,15,43,44
7422,2,34,17,43,44
1411,7,16,6,43,44
9992,4,39,7,43,44
14828,2,47,13,43,44
7443,4,34,8,43,44
265,6,8,15,43,44
550,4,11,15,43,44
5282,5,29,7,43,44
7901,2,35,16,43,44
1363,3,16,18,43,44
10006,5,39,6,43,44
845,5,13,10,43,44
4906,6,28,6,43,44
13534,3,45,9,43,44
14169,2,46,14,43,44
1176,4,15,11,43,44
12316,5,43,6,43,44
10547,4,40,7,43,44
4484,2,27,19,43,44
2326,6,20,6,43,44
846,5,13,11,43,44
1080,10,14,5,43,44
443,5,10,13,43,44
1217,7,15,7,43,44
13525,2,45,15,43,44
1440,9,16,5,43,44
7923,4,35,8,43,44
339,5,9,14,43,44
13524,2,45,14,43,44
10561,5,40,6,43,44
14829,2,47,14,43,44
340,5,9,15,43,44
5661,3,30,11,43,44
341,5,9,16,43,44
5654,2,30,19,43,44
10534,3,40,9,43,44
11145,6,41,5,43,44
1384,5,16,9,43,44
873,7,13,8,43,44
6956,2,33,16,43,44
6516,3,32,11,43,44
710,6,12,10,43,44
11689,3,42,9,43,44
3826,6,25,6,43,44
4157,5,26,7,43,44
6107,5,31,7,43,44
12280,2,43,15,43,44
6073,2,31,18,43,44
5310,7,29,5,43,44
5715,7,30,5,43,44
5701,6,30,6,43,44
11104,3,41,9,43,44
696,5,12,11,43,44
1169,3,15,19,43,44
1796,3,18,16,43,44
6507,2,32,17,43,44
6508,2,32,18,43,44
1860,8,18,5,43,44
901,9,13,6,43,44
6072,2,31,17,43,44
4171,6,26,6,43,44
1572,3,17,17,43,44
4560,8,27,5,43,44
1607,6,17,7,43,44
11716,5,42,6,43,44
5296,6,29,6,43,44
