,s,l,signal,gold,silver
12330,6,43,5,43,44
1621,7,17,6,43,44
4132,3,26,12,43,44
12894,2,44,14,43,44
12895,2,44,15,43,44
1635,8,17,5,43,44
766,10,12,6,43,44
576,6,11,11,43,44
6081,3,31,11,43,44
469,7,10,9,43,44
253,5,8,18,43,44
254,5,8,19,43,44
1818,5,18,8,43,44
8396,2,36,16,43,44
1231,8,15,6,43,44
1245,9,15,5,43,44
353,6,9,13,43,44
563,5,11,13,43,44
2035,3,19,15,43,44
4123,2,26,18,43,44
2058,5,19,8,43,44
6966,3,33,11,43,44
12289,3,43,9,43,44
1189,5,15,9,43,44
4858,2,28,18,43,44
8904,2,37,14,43,44
12931,5,44,6,43,44
11117,4,41,7,43,44
887,8,13,7,43,44
11730,6,42,5,43,44
1010,5,14,10,43,44
4185,7,26,5,43,44
4857,2,28,17,43,44
12302,4,43,7,43,44
1009,5,14,9,43,44
4859,2,28,19,43,44
2559,3,21,14,43,44
2855,4,22,10,43,44
5687,5,30,7,43,44
15504,2,48,14,43,44
5249,2,29,19,43,44
365,7,9,10,43,44
15503,2,48,13,43,44
915,10,13,5,43,44
10575,6,40,5,43,44
3154,4,23,9,43,44
562,5,11,12,43,44
6135,7,31,5,43,44
3155,4,23,10,43,44
930,11,13,5,43,44
3195,7,23,5,44,45
8405,3,36,10,44,45
4920,7,28,5,44,45
1805,4,18,10,44,45
765,10,12,5,44,45
11680,2,42,15,44,45
6528,4,32,8,44,45
1425,8,16,5,44,45
858,6,13,8,44,45
8395,2,36,15,44,45
11678,2,42,13,44,45
179,5,7,19,44,45
4866,3,28,11,44,45
1831,6,18,6,44,45
6957,2,33,17,44,45
8914,3,37,9,44,45
1593,5,17,8,44,45
433,4,10,18,44,45
4504,4,27,9,44,45
3787,3,25,12,44,45
432,4,10,17,44,45
7950,6,35,5,44,45
4545,7,27,5,44,45
431,4,10,16,44,45
3510,7,24,5,44,45
2057,5,19,7,44,45
684,4,12,14,44,45
683,4,12,13,44,45
4517,5,27,7,44,45
2071,6,19,6,44,45
3840,7,25,5,44,45
263,6,8,13,44,45
2085,7,19,5,44,45
1188,5,15,8,44,45
7936,5,35,6,44,45
833,4,13,13,44,45
5653,2,30,18,44,45
14168,2,46,13,44,45
8903,2,37,13,44,45
250,5,8,15,44,45
4892,5,28,7,44,45
251,5,8,16,44,45
12904,3,44,9,44,45
3167,5,23,7,44,45
252,5,8,17,44,45
7899,2,35,14,44,45
1580,4,17,10,44,45
13523,2,45,13,44,45
7900,2,35,15,44,45
442,5,10,12,44,45
7910,3,35,10,44,45
3143,3,23,13,44,45
695,5,12,10,44,45
832,4,13,12,44,45
4879,4,28,9,44,45
8905,2,37,15,44,45
1202,6,15,7,44,45
3449,2,24,19,44,45
15502,2,48,12,44,45
561,5,11,11,44,45
1383,5,16,8,44,45
3812,5,25,7,44,45
2854,4,22,9,44,45
5248,2,29,18,44,45
886,8,13,6,44,45
588,7,11,8,44,45
9466,5,38,6,44,45
1230,8,15,5,44,45
4124,2,26,19,44,45
11095,2,41,15,44,45
3482,5,24,7,44,45
9480,6,38,5,44,45
16230,5,49,5,44,45
1370,4,16,10,44,45
7430,3,34,10,44,45
872,7,13,7,44,45
2843,3,22,13,44,45
10525,2,40,15,44,45
549,4,11,14,44,45
7456,5,34,6,44,45
5660,3,30,10,44,45
7470,6,34,5,44,45
7419,2,34,14,44,45
2582,5,21,7,44,45
2832,2,22,17,44,45
12278,2,43,13,44,45
6505,2,32,15,44,45
996,4,14,11,44,45
2610,7,21,5,44,45
997,4,14,12,44,45
602,8,11,7,44,45
9429,2,38,14,44,45
12279,2,43,14,44,45
4144,4,26,9,44,45
9439,3,38,9,44,45
9428,2,38,13,44,45
329,4,9,19,44,45
1216,7,15,6,44,45
178,5,7,18,45,46
351,6,9,11,45,46
11679,2,42,14,45,46
3446,2,24,16,45,46
5673,4,30,8,45,46
1036,7,14,6,45,46
10524,2,40,14,45,46
3775,2,25,15,45,46
1570,3,17,15,45,46
3457,3,24,12,45,46
338,5,9,13,45,46
8927,4,37,7,45,46
1571,3,17,16,45,46
9970,2,39,15,45,46
1817,5,18,7,45,46
1168,3,15,18,45,46
8394,2,36,14,45,46
5246,2,29,16,45,46
455,6,10,10,45,46
5651,2,30,16,45,46
2895,7,22,5,45,46
430,4,10,15,45,46
2044,4,19,9,45,46
6070,2,31,15,45,46
12893,2,44,13,45,46
9979,3,39,9,45,46
900,9,13,5,45,46
9452,4,38,7,45,46
15513,3,48,8,45,46
2548,2,21,18,45,46
6093,4,31,8,45,46
12930,5,44,5,45,46
574,6,11,9,45,46
2024,2,19,19,45,46
9969,2,39,14,45,46
1845,7,18,5,45,46
616,9,11,6,45,46
3469,4,24,9,45,46
2596,6,21,6,45,46
988,3,14,18,45,46
1167,3,15,17,45,46
12903,3,44,8,45,46
3778,2,25,18,45,46
986,3,14,16,45,46
11093,2,41,13,45,46
15540,5,48,5,45,46
1175,4,15,10,45,46
10523,2,40,13,45,46
1795,3,18,15,45,46
1794,3,18,14,45,46
1022,6,14,7,45,46
14827,2,47,12,45,46
6515,3,32,10,45,46
2289,3,20,14,45,46
5256,3,29,11,45,46
3799,4,25,9,45,46
2312,5,20,7,45,46
14205,5,46,5,45,46
9430,2,38,15,45,46
1165,3,15,15,45,46
4479,2,27,14,45,46
5268,4,29,8,45,46
16216,4,49,6,45,46
6080,3,31,10,45,46
2340,7,20,5,45,46
4482,2,27,17,45,46
2299,4,20,9,45,46
844,5,13,9,45,46
14838,3,47,8,45,46
6965,3,33,10,45,46
11094,2,41,14,45,46
14167,2,46,12,45,46
1361,3,16,16,45,46
2867,5,22,7,45,46
2279,2,20,19,45,46
2881,6,22,6,45,46
1359,3,16,14,45,46
3131,2,23,16,45,46
13560,5,45,5,45,46
1362,3,16,17,45,46
2278,2,20,18,45,46
3798,4,25,8,45,46
14865,5,47,5,45,46
14178,3,46,8,45,46
13533,3,45,8,45,46
16203,3,49,8,45,46
4491,3,27,11,45,46
2033,3,19,13,46,47
682,4,12,12,46,47
4143,4,26,8,46,47
15526,4,48,6,46,47
12288,3,43,8,46,47
9968,2,39,13,46,47
1606,6,17,6,46,47
831,4,13,11,46,47
4131,3,26,11,46,47
8404,3,36,9,46,47
4856,2,28,16,46,47
2557,3,21,12,46,47
2558,3,21,13,46,47
3134,2,23,19,46,47
6504,2,32,14,46,47
6991,5,33,6,46,47
1410,7,16,5,46,47
3776,2,25,16,46,47
3132,2,23,17,46,47
1396,6,16,6,46,47
1579,4,17,9,46,47
6977,4,33,7,46,47
14191,4,46,6,46,47
4854,2,28,14,46,47
6555,6,32,5,46,47
13546,4,45,6,46,47
1369,4,16,9,46,47
3448,2,24,18,46,47
6954,2,33,14,46,47
7442,4,34,7,46,47
4503,4,27,8,46,47
8941,5,37,6,46,47
548,4,11,13,46,47
7922,4,35,7,46,47
8392,2,36,12,46,47
8393,2,36,13,46,47
5243,2,29,13,46,47
1804,4,18,9,46,47
3142,3,23,12,46,47
708,6,12,8,46,47
326,4,9,16,46,47
2833,2,22,18,46,47
722,7,12,7,46,47
8955,6,37,5,46,47
7898,2,35,13,46,47
11688,3,42,8,46,47
5700,6,30,5,46,47
5686,5,30,6,46,47
736,8,12,6,46,47
8431,5,36,6,46,47
7005,6,33,5,46,47
262,6,8,12,46,47
5255,3,29,10,46,47
1382,5,16,7,46,47
5650,2,30,15,46,47
4878,4,28,8,46,47
824,3,13,19,46,47
8445,6,36,5,46,47
328,4,9,18,46,47
6541,5,32,6,46,47
176,5,7,16,46,47
14851,4,47,6,46,47
12315,5,43,5,46,47
327,4,9,17,46,47
12916,4,44,6,46,47
4122,2,26,17,47,48
4121,2,26,16,47,48
3447,2,24,17,47,48
3445,2,24,15,47,48
6106,5,31,6,47,48
2834,2,22,19,47,48
995,4,14,10,47,48
4120,2,26,15,47,48
2842,3,22,12,47,48
2880,6,22,5,47,48
1793,3,18,13,47,48
4119,2,26,14,47,48
987,3,14,17,47,48
177,5,7,17,47,48
1174,4,15,9,47,48
239,4,8,19,47,48
6068,2,31,13,47,48
1620,7,17,5,47,48
9966,2,39,11,47,48
1008,5,14,8,47,48
8417,4,36,7,47,48
1592,5,17,7,47,48
8902,2,37,12,47,48
12892,2,44,12,47,48
9967,2,39,12,47,48
984,3,14,14,47,48
249,5,8,14,47,48
989,3,14,19,47,48
11677,2,42,12,47,48
2866,5,22,6,47,48
3777,2,25,17,47,48
12277,2,43,12,47,48
2034,3,19,14,47,48
983,3,14,13,47,48
4480,2,27,15,47,48
2298,4,20,8,47,48
15501,2,48,11,47,48
4481,2,27,16,47,48
6067,2,31,12,47,48
429,4,10,14,47,48
560,5,11,10,47,48
671,3,12,16,47,48
2549,2,21,19,47,48
2547,2,21,17,47,48
2043,4,19,8,47,48
1360,3,16,15,47,48
13522,2,45,12,47,48
441,5,10,11,47,48
7909,3,35,9,47,48
1166,3,15,16,47,48
1357,3,16,12,47,48
3141,3,23,11,47,48
1050,8,14,5,47,48
5647,2,30,12,47,48
1163,3,15,13,47,48
10521,2,40,11,47,48
325,4,9,15,47,48
14826,2,47,11,47,48
4853,2,28,13,47,48
5281,5,29,6,47,48
1569,3,17,14,47,48
16191,2,49,11,47,48
819,3,13,14,47,48
820,3,13,15,47,48
7416,2,34,11,47,48
822,3,13,17,47,48
823,3,13,18,47,48
6514,3,32,9,47,48
6120,6,31,5,47,48
10522,2,40,12,47,48
2288,3,20,13,47,48
3133,2,23,18,47,48
5295,6,29,5,47,48
482,8,10,7,48,49
857,6,13,7,48,49
750,9,12,5,48,49
2831,2,22,16,48,49
2277,2,20,17,48,49
9426,2,38,11,48,49
4855,2,28,15,48,49
3180,6,23,5,48,49
9427,2,38,12,48,49
1164,3,15,14,48,49
5244,2,29,14,48,49
6527,4,32,7,48,49
13520,2,45,10,48,49
871,7,13,6,48,49
468,7,10,8,48,49
5245,2,29,15,48,49
1201,6,15,6,48,49
11103,3,41,8,48,49
1215,7,15,5,48,49
672,3,12,17,48,49
10533,3,40,8,48,49
1792,3,18,12,48,49
4905,6,28,5,48,49
7897,2,35,12,48,49
11091,2,41,11,48,49
6069,2,31,14,48,49
6964,3,33,9,48,49
547,4,11,12,48,49
1784,2,18,19,48,49
985,3,14,15,48,49
1803,4,18,8,48,49
14165,2,46,10,48,49
674,3,12,19,48,49
1358,3,16,13,48,49
670,3,12,15,48,49
11676,2,42,11,48,49
5648,2,30,13,48,49
337,5,9,12,48,49
8901,2,37,11,48,49
7429,3,34,9,48,49
3152,4,23,7,48,49
1187,5,15,7,48,49
12890,2,44,10,48,49
3786,3,25,11,48,49
2568,4,21,8,48,49
9978,3,39,8,48,49
6503,2,32,13,48,49
7418,2,34,13,48,49
3774,2,25,14,48,49
4891,5,28,6,48,49
7417,2,34,12,48,49
2581,5,21,6,48,49
11092,2,41,12,48,49
15512,3,48,7,48,49
830,4,13,10,48,49
2595,6,21,5,48,49
2023,2,19,18,48,49
3166,5,23,6,48,49
821,3,13,16,48,49
1567,3,17,12,48,49
1568,3,17,13,48,49
694,5,12,9,48,49
3456,3,24,11,48,49
6952,2,33,12,48,49
364,7,9,9,48,49
4130,3,26,10,48,49
12276,2,43,11,48,49
6502,2,32,12,48,49
4516,5,27,6,48,49
12275,2,43,10,48,49
428,4,10,13,48,49
11701,4,42,6,48,49
11130,5,41,5,48,49
12301,4,43,6,48,49
3468,4,24,8,48,49
4530,6,27,5,48,49
11715,5,42,5,48,49
5254,3,29,9,48,49
16202,3,49,7,48,49
2546,2,21,16,48,49
681,4,12,11,48,49
6092,4,31,7,48,49
175,5,7,15,48,49
1162,3,15,12,48,49
8430,5,36,5,49,50
8940,5,37,5,49,50
11116,4,41,6,49,50
1578,4,17,8,49,50
5267,4,29,7,49,50
10520,2,40,10,49,50
13521,2,45,11,49,50
1566,3,17,11,49,50
1559,2,17,19,49,50
8900,2,37,10,49,50
4865,3,28,10,49,50
4864,3,28,9,49,50
10560,5,40,5,49,50
1356,3,16,11,49,50
843,5,13,8,49,50
994,4,14,9,49,50
11090,2,41,10,49,50
15500,2,48,10,49,50
10005,5,39,5,49,50
885,8,13,5,49,50
13532,3,45,7,49,50
9465,5,38,5,49,50
2070,6,19,5,49,50
2545,2,21,15,49,50
14825,2,47,10,49,50
12902,3,44,7,49,50
248,5,8,13,49,50
12891,2,44,11,49,50
2830,2,22,15,49,50
16189,2,49,9,49,50
680,4,12,10,49,50
4478,2,27,13,49,50
14837,3,47,7,49,50
3825,6,25,5,49,50
3443,2,24,13,49,50
238,4,8,18,49,50
237,4,8,17,49,50
3444,2,24,14,49,50
2276,2,20,16,49,50
2287,3,20,12,49,50
3467,4,24,7,49,50
3811,5,25,6,49,50
4477,2,27,12,49,50
1830,6,18,5,49,50
2852,4,22,7,49,50
3153,4,23,8,49,50
4117,2,26,12,49,50
2032,3,19,12,49,50
2031,3,19,11,49,50
546,4,11,11,49,50
5649,2,30,14,49,50
539,3,11,19,49,50
538,3,11,18,49,50
2022,2,19,17,49,50
673,3,12,18,49,50
537,3,11,17,49,50
7935,5,35,5,49,50
6951,2,33,11,49,50
3129,2,23,14,49,50
3130,2,23,15,49,50
6953,2,33,13,49,50
4490,3,27,10,49,50
7896,2,35,11,49,50
2853,4,22,8,49,50
536,3,11,16,49,50
8391,2,36,11,49,50
16190,2,49,10,49,50
6079,3,31,9,49,50
3773,2,25,13,49,50
5659,3,30,9,49,50
3785,3,25,10,49,50
3495,6,24,5,49,50
427,4,10,12,49,50
324,4,9,14,49,50
11675,2,42,10,49,50
2325,6,20,5,49,50
14166,2,46,11,49,50
14177,3,46,7,49,50
1783,2,18,18,49,50
2311,5,20,6,49,50
3481,5,24,6,49,50
4852,2,28,12,49,50
1791,3,18,11,49,50
2056,5,19,6,49,50
2297,4,20,7,49,50
1816,5,18,6,49,50
236,4,8,16,50,51
1558,2,17,18,50,51
818,3,13,13,50,51
9965,2,39,10,50,51
2865,5,22,5,50,51
2286,3,20,11,50,51
1565,3,17,10,50,51
2554,3,21,9,50,51
417,3,10,17,50,51
3151,4,23,6,50,51
3455,3,24,10,50,51
1368,4,16,8,50,51
10546,4,40,6,50,51
2841,3,22,11,50,51
2285,3,20,10,50,51
350,6,9,10,50,51
3165,5,23,5,50,51
164,4,7,19,50,51
4118,2,26,13,50,51
323,4,9,13,50,51
4501,4,27,6,50,51
5646,2,30,11,50,51
454,6,10,9,50,51
2042,4,19,7,50,51
9991,4,39,6,50,51
1349,2,16,19,50,51
7455,5,34,5,50,51
2030,3,19,10,50,51
6540,5,32,5,50,51
4515,5,27,5,50,51
7441,4,34,6,50,51
829,4,13,9,50,51
2021,2,19,16,50,51
3480,5,24,5,50,51
5672,4,30,7,50,51
3466,4,24,6,50,51
7921,4,35,6,50,51
3810,5,25,5,50,51
669,3,12,14,50,51
349,6,9,9,50,51
2556,3,21,11,50,51
982,3,14,12,50,51
467,7,10,7,50,51
3797,4,25,7,50,51
15499,2,48,9,50,51
4142,4,26,7,50,51
419,3,10,19,50,51
4156,5,26,6,50,51
4170,6,26,5,50,51
9425,2,38,10,50,51
6990,5,33,5,50,51
9451,4,38,6,50,51
12287,3,43,7,50,51
856,6,13,6,50,51
418,3,10,18,50,51
587,7,11,7,50,51
4890,5,28,5,50,51
2567,4,21,7,50,51
9438,3,38,8,50,51
3796,4,25,6,50,51
363,7,9,8,50,51
5241,2,29,11,50,51
1790,3,18,10,50,51
1782,2,18,17,50,51
14824,2,47,9,50,51
2829,2,22,14,50,51
5242,2,29,12,50,51
2284,3,20,9,50,51
4155,5,26,5,50,51
16215,4,49,5,51,52
13519,2,45,9,51,52
1395,6,16,5,51,52
559,5,11,9,51,52
2275,2,20,15,51,52
2580,5,21,5,51,52
8913,3,37,8,51,52
2839,3,22,9,51,52
1381,5,16,6,51,52
2555,3,21,10,51,52
314,3,9,19,51,52
2553,3,21,8,51,52
2840,3,22,10,51,52
2851,4,22,6,51,52
12274,2,43,9,51,52
5671,4,30,6,51,52
6963,3,33,8,51,52
6976,4,33,6,51,52
5685,5,30,5,51,52
15525,4,48,5,51,52
2838,3,22,8,51,52
4502,4,27,7,51,52
162,4,7,17,51,52
615,9,11,5,51,52
8926,4,37,6,51,52
2029,3,19,9,51,52
347,6,9,7,51,52
11687,3,42,7,51,52
258,6,8,8,51,52
451,6,10,6,51,52
1577,4,17,7,51,52
6526,4,32,6,51,52
1173,4,15,8,51,52
361,7,9,6,51,52
247,5,8,12,51,52
5280,5,29,5,51,52
6066,2,31,11,51,52
1591,5,17,6,51,52
453,6,10,8,51,52
8390,2,36,10,51,52
235,4,8,15,51,52
12889,2,44,9,51,52
1161,3,15,11,51,52
4876,4,28,6,51,52
6501,2,32,11,51,52
4877,4,28,7,51,52
1021,6,14,6,51,52
481,8,10,6,51,52
693,5,12,8,51,52
735,8,12,5,51,52
1605,6,17,5,51,52
8403,3,36,8,51,52
535,3,11,15,51,52
6105,5,31,5,51,52
5266,4,29,6,51,52
336,5,9,11,51,52
14164,2,46,9,51,52
440,5,10,10,51,52
8416,4,36,6,51,52
260,6,8,10,51,52
6091,4,31,6,51,52
601,8,11,6,52,53
721,7,12,6,52,53
870,7,13,5,52,53
1348,2,16,18,52,53
4851,2,28,11,52,53
174,5,7,14,52,53
173,5,7,13,52,53
15498,2,48,8,52,53
3454,3,24,9,52,53
3783,3,25,8,52,53
426,4,10,11,52,53
10519,2,40,9,52,53
313,3,9,18,52,53
1355,3,16,10,52,53
1781,2,18,16,52,53
1815,5,18,5,52,53
7428,3,34,8,52,53
11674,2,42,9,52,53
1802,4,18,7,52,53
322,4,9,12,52,53
439,5,10,9,52,53
1367,4,16,7,52,53
161,4,7,16,52,53
1789,3,18,9,52,53
6078,3,31,8,52,53
416,3,10,16,52,53
163,4,7,18,52,53
1007,5,14,7,52,53
261,6,8,11,52,53
16188,2,49,8,52,53
171,5,7,11,52,53
3139,3,23,9,52,53
3138,3,23,8,52,53
3140,3,23,10,52,53
3128,2,23,13,52,53
707,6,12,7,52,53
1035,7,14,5,52,53
362,7,9,7,52,53
571,6,11,6,52,53
572,6,11,7,52,53
6513,3,32,8,52,53
573,6,11,8,52,53
585,7,11,5,52,53
586,7,11,6,52,53
4488,3,27,8,52,53
1554,2,17,14,52,53
244,5,8,9,52,53
4489,3,27,9,52,53
972,2,14,17,52,53
545,4,11,10,52,53
1345,2,16,15,52,53
335,5,9,10,52,53
842,5,13,7,52,53
4141,4,26,6,52,53
557,5,11,7,52,53
4128,3,26,8,52,53
1151,2,15,16,52,53
333,5,9,8,52,53
679,4,12,9,52,53
170,5,7,10,53,54
9964,2,39,9,53,54
1200,6,15,5,53,54
437,5,10,7,53,54
3772,2,25,12,53,54
334,5,9,9,53,54
3784,3,25,9,53,54
6950,2,33,10,53,54
534,3,11,14,53,54
532,3,11,12,53,54
14159,1,46,19,53,54
438,5,10,8,53,54
5253,3,29,8,53,54
6962,3,33,7,53,54
981,3,14,11,53,54
970,2,14,15,53,54
480,8,10,5,53,54
1149,2,15,14,53,54
1152,2,15,17,53,54
1153,2,15,18,53,54
466,7,10,6,53,54
465,7,10,5,53,54
4129,3,26,9,53,54
7415,2,34,10,53,54
2542,2,21,12,53,54
993,4,14,8,53,54
3452,3,24,7,53,54
2566,4,21,6,53,54
3453,3,24,8,53,54
2827,2,22,12,53,54
11102,3,41,7,53,54
452,6,10,7,53,54
348,6,9,8,53,54
973,2,14,18,53,54
2544,2,21,14,53,54
11089,2,41,9,53,54
1154,2,15,19,53,54
1186,5,15,6,53,54
7427,3,34,7,53,54
809,2,13,19,53,54
7895,2,35,10,53,54
1555,2,17,15,53,54
2310,5,20,5,53,54
4863,3,28,8,53,54
14850,4,47,5,53,54
1557,2,17,17,53,54
668,3,12,13,53,54
666,3,12,11,53,54
2274,2,20,14,53,54
2273,2,20,13,53,54
14819,1,47,19,53,54
234,4,8,14,53,54
815,3,13,10,53,54
257,6,8,7,53,54
413,3,10,13,53,54
245,5,8,10,53,54
2055,5,19,5,53,54
1780,2,18,15,53,54
2018,2,19,13,53,54
817,3,13,12,53,54
7908,3,35,8,53,54
1346,2,16,16,53,54
5658,3,30,8,53,54
259,6,8,9,53,54
1779,2,18,14,53,54
1778,2,18,13,53,54
808,2,13,18,53,54
2020,2,19,15,53,54
855,6,13,5,54,55
841,5,13,6,54,55
12915,4,44,5,54,55
9977,3,39,7,54,55
256,6,8,6,54,55
103,4,6,18,54,55
9990,4,39,5,54,55
246,5,8,11,54,55
6512,3,32,7,54,55
533,3,11,13,54,55
1160,3,15,10,54,55
1159,3,15,9,54,55
414,3,10,14,54,55
9450,4,38,5,54,55
558,5,11,8,54,55
706,6,12,6,54,55
705,6,12,5,54,55
3126,2,23,11,54,55
827,4,13,7,54,55
1556,2,17,16,54,55
8912,3,37,7,54,55
425,4,10,10,54,55
9424,2,38,9,54,55
7888,1,35,18,54,55
816,3,13,11,54,55
3137,3,23,7,54,55
424,4,10,9,54,55
2837,3,22,7,54,55
692,5,12,7,54,55
543,4,11,8,54,55
346,6,9,6,54,55
544,4,11,9,54,55
2828,2,22,13,54,55
8925,4,37,5,54,55
2041,4,19,6,54,55
691,5,12,6,54,55
6944,1,33,19,54,55
2019,2,19,14,54,55
16183,1,49,18,54,55
2283,3,20,8,54,55
9437,3,38,7,54,55
2296,4,20,6,54,55
15494,1,48,19,54,55
231,4,8,11,54,55
1380,5,16,5,54,55
1801,4,18,6,54,55
11115,4,41,5,54,55
10532,3,40,7,54,55
310,3,9,15,54,55
2272,2,20,12,54,55
6077,3,31,7,54,55
319,4,9,9,54,55
320,4,9,10,54,55
11700,4,42,5,54,55
321,4,9,11,54,55
10545,4,40,5,54,55
8415,4,36,5,54,55
8402,3,36,7,54,55
7440,4,34,5,54,55
1347,2,16,17,54,55
3782,3,25,7,54,55
12300,4,43,5,54,55
158,4,7,13,54,55
415,3,10,15,54,55
720,7,12,5,54,55
974,2,14,19,54,55
172,5,7,12,54,55
3442,2,24,12,54,55
3441,2,24,11,54,55
600,8,11,5,54,55
16201,3,49,6,54,55
980,3,14,10,54,55
1185,5,15,5,55,56
1343,2,16,13,55,56
14176,3,46,6,55,56
242,5,8,7,55,56
828,4,13,8,55,56
243,5,8,8,55,56
1777,2,18,12,55,56
8894,1,37,19,55,56
2028,3,19,8,55,56
556,5,11,6,55,56
224,3,8,19,55,56
1150,2,15,15,55,56
222,3,8,17,55,56
221,3,8,16,55,56
971,2,14,16,55,56
12884,1,44,19,55,56
3795,4,25,5,55,56
14190,4,46,5,55,56
6500,2,32,10,55,56
3465,4,24,5,55,56
10514,1,40,19,55,56
11686,3,42,6,55,56
233,4,8,13,55,56
1020,6,14,5,55,56
8384,1,36,19,55,56
1564,3,17,9,55,56
807,2,13,17,55,56
1563,3,17,8,55,56
360,7,9,5,55,56
232,4,8,12,55,56
1172,4,15,7,55,56
806,2,13,16,55,56
230,4,8,10,55,56
992,4,14,7,55,56
12901,3,44,6,55,56
3127,2,23,12,55,56
1590,5,17,5,55,56
13514,1,45,19,55,56
1553,2,17,13,55,56
678,4,12,8,55,56
3771,2,25,11,55,56
332,5,9,7,55,56
159,4,7,14,55,56
9959,1,39,19,55,56
658,2,12,18,55,56
15493,1,48,18,55,56
1354,3,16,9,55,56
13545,4,45,5,55,56
5657,3,30,7,55,56
423,4,10,8,55,56
14836,3,47,6,55,56
1006,5,14,6,55,56
160,4,7,15,55,56
14823,2,47,8,55,56
312,3,9,17,55,56
570,6,11,5,55,56
104,4,6,19,55,56
667,3,12,12,55,56
4127,3,26,7,55,56
2826,2,22,11,55,56
14818,1,47,18,55,56
7408,1,34,18,55,56
2543,2,21,13,55,56
157,4,7,12,55,56
12286,3,43,6,55,56
311,3,9,16,55,56
7409,1,34,19,55,56
5252,3,29,7,55,56
1005,5,14,5,55,56
4476,2,27,11,55,56
1353,3,16,8,55,56
4116,2,26,11,55,56
13531,3,45,6,55,56
677,4,12,7,55,56
169,5,7,9,55,56
7920,4,35,5,55,56
1344,2,16,14,55,56
16184,1,49,19,55,56
4140,4,26,5,55,56
15511,3,48,6,55,56
7907,3,35,7,55,56
168,5,7,8,55,56
8892,1,37,17,56,57
450,6,10,5,56,57
2552,3,21,7,56,57
8383,1,36,18,56,57
309,3,9,14,56,57
156,4,7,11,56,57
4875,4,28,5,56,57
8893,1,37,18,56,57
8389,2,36,9,56,57
979,3,14,9,56,57
6493,1,32,18,56,57
6494,1,32,19,56,57
11084,1,41,19,56,57
16182,1,49,17,56,57
653,2,12,13,56,57
802,2,13,12,56,57
9419,1,38,19,56,57
149,3,7,19,56,57
9417,1,38,17,56,57
4862,3,28,7,56,57
14163,2,46,8,56,57
3770,2,25,10,56,57
6525,4,32,5,56,57
102,4,6,17,56,57
531,3,11,11,56,57
4487,3,27,7,56,57
223,3,8,18,56,57
436,5,10,6,56,57
12269,1,43,19,56,57
4500,4,27,5,56,57
542,4,11,7,56,57
4115,2,26,10,56,57
2027,3,19,7,56,57
11669,1,42,19,56,57
331,5,9,6,56,57
9957,1,39,17,56,57
7894,2,35,9,56,57
7407,1,34,17,56,57
345,6,9,5,56,57
5639,1,30,19,56,57
3150,4,23,5,56,57
7889,1,35,19,56,57
665,3,12,10,56,57
412,3,10,12,56,57
1788,3,18,8,56,57
1576,4,17,6,56,57
10531,3,40,6,57,58
8400,3,36,5,57,58
805,2,13,15,57,58
11666,1,42,16,57,58
1800,4,18,5,57,58
308,3,9,13,57,58
4844,1,28,19,57,58
5670,4,30,5,57,58
8401,3,36,6,57,58
5656,3,30,6,57,58
804,2,13,14,57,58
10511,1,40,16,57,58
803,2,13,13,57,58
10512,1,40,17,57,58
14158,1,46,18,57,58
13513,1,45,18,57,58
2541,2,21,11,57,58
15492,1,48,17,57,58
1366,4,16,6,57,58
2282,3,20,7,57,58
2565,4,21,5,57,58
2295,4,20,5,57,58
6492,1,32,17,57,58
11673,2,42,8,57,58
2271,2,20,11,57,58
1148,2,15,13,57,58
991,4,14,6,57,58
657,2,12,17,57,58
8381,1,36,16,57,58
659,2,12,19,57,58
12273,2,43,8,57,58
5638,1,30,18,57,58
11088,2,41,8,57,58
11101,3,41,6,57,58
7886,1,35,16,57,58
99,4,6,14,57,58
7887,1,35,17,57,58
2850,4,22,5,57,58
6090,4,31,5,57,58
690,5,12,5,57,58
9958,1,39,18,57,58
5265,4,29,5,57,58
100,4,6,15,57,58
101,4,6,16,57,58
1552,2,17,12,57,58
7906,3,35,6,57,58
2017,2,19,12,57,58
5251,3,29,6,57,58
2040,4,19,5,57,58
6943,1,33,18,57,58
6942,1,33,17,57,58
840,5,13,5,57,58
9976,3,39,6,57,58
330,5,9,5,57,58
7406,1,34,16,57,58
6058,1,31,18,57,58
6057,1,31,17,57,58
9418,1,38,18,57,58
3440,2,24,10,57,58
4475,2,27,10,57,58
12881,1,44,16,57,58
12883,1,44,18,57,58
5233,1,29,18,57,58
969,2,14,14,57,58
968,2,14,13,57,58
967,2,14,12,57,58
966,2,14,11,57,58
1146,2,15,11,57,58
11081,1,41,16,57,58
8911,3,37,6,57,58
814,3,13,9,57,58
8382,1,36,17,57,58
1342,2,16,12,57,58
8899,2,37,9,57,58
1171,4,15,6,57,58
6059,1,31,19,57,58
5239,2,29,9,57,58
656,2,12,16,57,58
520,2,11,15,57,58
519,2,11,14,57,58
5234,1,29,19,57,58
6975,4,33,5,57,58
12266,1,43,16,57,58
11083,1,41,18,57,58
11082,1,41,17,57,58
13518,2,45,8,57,58
654,2,12,14,57,58
401,2,10,16,58,59
410,3,10,10,58,59
422,4,10,7,58,59
411,3,10,11,58,59
11664,1,42,14,58,59
523,2,11,18,58,59
11668,1,42,18,58,59
228,4,8,8,58,59
229,4,8,9,58,59
220,3,8,15,58,59
240,5,8,5,58,59
241,5,8,6,58,59
